"psi.grid" "DD.PL.q" "DD.PL.psi" "Analytical.PL"
"81" 0.389459098437726 -1.27805658134984 -1.22009195693407 -1.2084626864823
"82" 0.391829780375376 -1.36052721474214 -1.28687950406548 -1.2731698205397
"83" 0.394200462313026 -1.44557527910114 -1.35487002127 -1.33885507702357
"84" 0.396571144250676 -1.53320076871202 -1.42402784849258 -1.40547625950532
"85" 0.398941826188325 -1.62340367785999 -1.49435698590597 -1.47298308648309
"86" 0.401312508125975 -1.71618400083308 -1.56587007050035 -1.5413410388823
"87" 0.403683190063625 -1.81154173335005 -1.63857973926592 -1.61049427613464
"88" 0.406053872001275 -1.90947687488406 -1.71249862919285 -1.68041588923783
"89" 0.408424553938924 -2.00998942551663 -1.78763937727134 -1.75106547380952
"90" 0.410795235876574 -2.11307938532924 -1.86401462049155 -1.82239807500998
"91" 0.413165917814224 -2.21874675440341 -1.94163699584369 -1.89437911751655
"92" 0.415536599751874 -2.32699153282064 -2.02051914031795 -1.96698595646512
"93" 0.417907281689523 -2.43781372066245 -2.10067369090449 -2.04017497935923
"94" 0.420277963627173 -2.55121331801033 -2.18211328459351 -2.11391938030348
"95" 0.422648645564823 -2.6671903249458 -2.2648505583752 -2.18818761617132
"96" 0.425019327502473 -2.78574474155035 -2.34889814923973 -2.2629496744499
"97" 0.427390009440123 -2.90687656790551 -2.4342686941773 -2.33818006323982
"98" 0.429760691377772 -3.03058580409275 -2.5209748301781 -2.41384734178402
"99" 0.432131373315422 -3.15687245019362 -2.60902919423229 -2.48993841752718
"100" 0.434502055253072 -3.28573650628959 -2.69844442333008 -2.56642386718981
